Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InVZZEFoRHk1bi11SUhBcDZvLXRvMkxmWkZMUXpHU1lzQmhYN3A3YnNVS00ifQ.62j9byb2ivKTM28NoehZTQOir2GWQVVPz_O3xaCOhy8&channel_id=-1&start=0 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlZUeEV5QlIzOUp6VUFuenFrdGNXdTVGMXdmaEI5VlZDeG42WlIxQ1phMGsifQ.hrF-CjsXQXaMBV0gpFonl161XToW5FVyrD-ua-ekEKw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlZUeEV5QlIzOUp6VUFuenFrdGNXdTVGMXdmaEI5VlZDeG42WlIxQ1phMGsifQ.hrF-CjsXQXaMBV0gpFonl161XToW5FVyrD-ua-ekEKw&channel_id=1&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlQyN19rVDhaSjRQd2RjNEpCaG91dVYtZ0M5VGFhS2xQUzhyWG5uR2llRkUifQ.sXKkh277q6xxGrDivnGgxIbzEyezZPuG8zTgALMcbJk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImltekdwOFQtcjVGRnlsQWhyNUlDeEg1Y0QwNlVST3hOQzlrR29tenozVEEifQ.sNPSBJ2UvNhnplbRhGNKdJ0PBi5Mc_VIY5Tat9Mwna0&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImltekdwOFQtcjVGRnlsQWhyNUlDeEg1Y0QwNlVST3hOQzlrR29tenozVEEifQ.sNPSBJ2UvNhnplbRhGNKdJ0PBi5Mc_VIY5Tat9Mwna0&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImVsQ2ZrRFNZNk9nMnJvZlNGbnZ4MjlGZ1NOYXpSNnY3MkRYV2F2ZWh2UXcifQ.QGfrhu8neJ827re0T86l_OEpCefguNHKonc4ytCDaco&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImJzTUpoUGRjM29nVHVmMGtvU0lrMlNKcl8weFhpc2NvOUI0NjYxR2lFZ3MifQ.IM8KHclH7gESsZ35picjwdbaLNke_yn_bIXz6ysT9KI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjozLCJ0b2tlbl9pZCI6InQ1MVZQWHV5dExKektqQTNjTURFdXN6N2RtNzVKOWJUT0cyMmptTzhBZ3cifQ.cyUHzdp7OKBqrcimcgPJ4YFzZcenU1flk1QROsl3JdM&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjozLCJ0b2tlbl9pZCI6InQ1MVZQWHV5dExKektqQTNjTURFdXN6N2RtNzVKOWJUT0cyMmptTzhBZ3cifQ.cyUHzdp7OKBqrcimcgPJ4YFzZcenU1flk1QROsl3JdM&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkpNczlpME5IRW0yRk03b3hudVVqVVpia2pzMzd0UFZhMzRjSEZLX3MydFEifQ.CXS7g0ijnp4YxVVZDusESDXbluDqIiwsmQTD8PXJAro&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IlNZeFFMQVZyb1ZwNnpBSGpCbzlLLWFVY0tFdjhjX2ZibDFaQU8tYWdiNlUifQ._Unzk_Azq51_lgQf3lYATNAAac4fewtm-IkENvbI-uQ&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjozLCJ0b2tlbl9pZCI6IlV0dzJJMDhuYTZudXc2R2EwU3ZKbC1QVk5TMHlOdjljMTJkdnUtWDlHZXcifQ.MsvOgDXZ88IkU7hKoDw4aN0RmG0y8bOHUqUyYntSxLA&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlI3ZWNsRUg1SW53X0hvZnF1UzNuUTFBYzdlT1htZzFyOU1DcWEwb0JWeTQifQ.vuAUl71g-_UGH5nyfPpNPOLR3waViavkOB8AwqWFKuc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Ino5TGdoTXZrV0Exc25aZW0zRTlMNFVRZ2ZEU2t3WlNpWFBhalZJN2JyNnMifQ.X6tjJzqhS1R-WCAsyN5r1f7z8RFUBu1SkP5bu2n1x70&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InBBQ0NDdnI3bE5TenV3N0ZQdEpOcXFpNE1oT3dvbV8wTmhqdHdMTGxSZ0UifQ.8n7S6Fqu30n_zzRULie4ZpBuLbasqMftwsUvoigV9_w&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IjAxUFBJdWdUTzE4OFpmMUxnQ0JuNE53YWprajlkdjV6UWVmLVRNRkhwYlUifQ.7nArzUZBHtzoFulK7s7SaZ7Z8cXemSUMwXdDbbfd8Rc&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlVjSklyYVB1WEdKRndUay11UEtXS2JHdDYxWl9NbFRWME1ZOEp5UGdzcHcifQ.e3NLJwdq3w2g9GsmYNJq39cZz95wLLmpIh1sdQK5fXM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImVQT0lwRWhlcUhmVUozZndITUhSWm1icDRSV0FGZ0JBZTNzTzdMRUhiOFkifQ.agyrwZzRH1pIsUw-C-0ZJ2B6Z6qGN-MvDdIMxaFBlAs&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6InY1NUlaYVFKQmJ1ZGt6TnlJM2ZfN0IzcDBfZkQwNGp3c2FEVGEtVDVSYWcifQ.Cbjr320xwBLrtKn-sGG_2MErPcEc5TcsmUl7OmDyoSE&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlZlMTFLSGNQVlJvRE1jLWNsamNWQVg3aWpZSXp3dEVTZDVDMnFtSmk0ZzAifQ.dHmTu7uI7s_ZEUpucIGl8J3ciTg0nTtDa0M03c404zI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImZ1ZC1ndkJXQU9CUjNDc1RiU2NpYk9VMXo0dkk3QlFiR0VwSi11U2plT0EifQ.WQmkm-RMiTG5NiASxG71xAmCVXBZk135zq6guJkKgAU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImJlLTFpdFktNkVQd1ZvZVBHU1NMWmFkQ0lDaGJaY1Z6TjRwUEU4NWVQWTgifQ.qNnLA_TxCIXp2nBBkSZjC0e2GjZQRht45Q8tNXF46Q0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6Ik00Wl9tYnNHSHVvdDB2QkNBcXFJanYwLXZKSEVwMEV6SVczcF9iakZaVHcifQ.dRWrQIWFdHxFT6fH39NkzofKpNOMrTjJyj0wFrtQfSc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Ilh0Z0RCVEFtWHRZVVpnVVhwWlRfU1k5dVV6TjdwMU9tV1AzMVRiekpWaGsifQ.fGOX4OnelOMQ7Zf2xZLbFH46SFI_dIxRK-qFK2WOFGY&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6Imx1dGVaYV9qNERFNUhic2Q0a0VrZTRleW9WNFNaWF9RRDgydUtSdU5GR3cifQ.OkUV11fS3OeaRnvq6ol-1FpfjuIPlOcG1TFpDSKt_wo&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6InpxZngya1Jwb1pJaGJTZjI0U1NtNHRPLS1hdFVGNy00WnZyZGJFdFV6QU0ifQ.aZeM0BhPcLgPbfOdjP3QC7qM-cNXRhTp1tjqlxfVSHo&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InQ1QUMxcmhDRS1zME1JRjRTdkI5eDBqNEItbEpDX2VZVmhwVnpPenhWNG8ifQ.g-kQ-RnqrboUaOKUyn9xF0vcM7ZsEStwu5ADgtAPiEI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6InhZSUxEajdISWlZNmY2Z1JPbGJDS2llVUVRRDE1WU1FWmF4elJqNWpmU28ifQ.xHGVaL4mddeiNxqxt4ET-g8XJTBs268y2wAfRoCoHKI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InQ1QUMxcmhDRS1zME1JRjRTdkI5eDBqNEItbEpDX2VZVmhwVnpPenhWNG8ifQ.g-kQ-RnqrboUaOKUyn9xF0vcM7ZsEStwu5ADgtAPiEI&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkFUdVZGVGg4T1ZhQzV1c183dWExMlBmTEFUdzVEZmpUaDRZUWdudkxoaTgifQ.d3J9hdvfA9d8BEqVa0yUW8WUnPrJN736bFJBzR-iwkM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImZNazk5QUxJYWctUzJucjdDSVpJT3VLY2Y3dWUyRzRvVXpDRHZLbUJwLUkifQ.i4AtNzg43HYaa5WHhGtObKzypwLC3OfoRl8ygMlpsFk&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkFUdVZGVGg4T1ZhQzV1c183dWExMlBmTEFUdzVEZmpUaDRZUWdudkxoaTgifQ.d3J9hdvfA9d8BEqVa0yUW8WUnPrJN736bFJBzR-iwkM&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkctVTZSSTlFRmNwRlVuNkMtdnhqbjVxbFR3NXY2MXBCY090WFBhV1NQWlkifQ._o7diWVbYWmcVG6Hk4HZ5-pgWsB4gq-uPkXN5p8UuPw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlFOQ2xJM05YVVJIbVBtZUEwY1NBSkFYZ2VEdEFVS0t6SzBLRzNDZzVNdnMifQ.slKKEbVTGzRiuzTkKQ3xNGkBN9vUGrHq0jFx2G0BAWE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6Ik5KV3AzVklBdFlHdXdCbWxBeFUwSEQxTXppMS14R2FQV0stYW1XX2luRGsifQ.ME8yAU-ufMeDhGvqFDWZWw2jIsFPq9eMHCN-3vw2MP0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:17] "POST /auth/register/v2 HTTP/1.1" 200 -
