Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkZMMnFfSmNzVlAyTXBUMXpBa2cxVmFka3MzbEkwNjA5MUtXWk1DeDh4Y2cifQ.wK-Y_Qb7tN15jmVMMy3mhEuTsUdgvLev7bz0hAHyM0Y HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjAwQkJyNXN4UTZtWVNmTnZUclBodHdKdnk2bEhzbllBb19NZVFwWW9zQVUifQ.e7Su3nQiwoRvYaLgdqBxSqIlP1g99JyuzWsFA7DmiQQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/list/v2?token=invalidtoken HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkR1clJpQjFUR1RFaGNBN29zS3IxVmp2blJYTi1Ycm9MbjRMUWVicDR6MncifQ.6sJudUcEFNd5Gwbd4sbUpt03CuwAYelO6fy965Q4xjs HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlpNWU9DRmVyQzhJT1dpeTJPMnI0b3hRMEs3cjJqeFpyaTFKWUhNbGVYU00ifQ.B_GBm9ax3jQYbvcWxZ3t6k9PSmYZGzwTm9PQd0ky1mg HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjFEOFdPX0twWVZSR1BpVVlXbktpVmdGTEZKay03eWV4RGV0enZ5X0VQdE0ifQ.kOFbaM5FyCUljRow_np1jknuTek6RaKSgsHaAYU0VPQ HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkJfWEc5Nllqa1ZyQnVRb2FhNU52UmU3d3hjQ05Od0w5cUpvcnIyM3RwODAifQ.dU8OTTRx50BiFWwEbwYzP8b4g9vWOELgRs5nF2dM6CE HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "GET //channels/listall/v2?token=asoifjafsa HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //dm/create/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:12] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InVaQl9IYzk5angxRFdCOTl0Z2VrSS0ycmdlRWtsRHAzd2R5akFQUjVqMW8ifQ.Ab4afNJUTu5s4GB5YSetA3B0WDiS1JfCne5RNiJAmTY HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlVJa2Etbng5OVdIZ3pMcTd4XzlCWEViWkdFcEQ2cVlDUU4xUldST2Y5RWsifQ.VYPJDPuZ1erx_p_nQ99Gl82tBv57pKKTwsSK4UlvGS0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlVJa2Etbng5OVdIZ3pMcTd4XzlCWEViWkdFcEQ2cVlDUU4xUldST2Y5RWsifQ.VYPJDPuZ1erx_p_nQ99Gl82tBv57pKKTwsSK4UlvGS0&dm_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Ik5QVlpjSEctaHBzWnpDN2stdi1TOERiVkJEQlVDeGRGY2ctdHktWkdUaVUifQ.hunjB7A4giU15ufSgSRG6Lk7LTryOv6FrlAxqYHqKeo&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImloUkxVcFNWNUJUQnpkOF9vZU93dGkzbmVkU0VnRTNzMlNmSUgzdmtXOWMifQ.DXZGwy_yeE-637-vGO9XUh3ZxJ90DGhcHIjQteiP8Cc&dm_id=99999 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjozLCJ0b2tlbl9pZCI6IjNKNXhUWTMzZk9TWmg1bDh5Z3hlTzdFMXdlbEphNmkya213d3lOdkhIdXMifQ.yptmK5IK0I58hOLxUH1JKbQ6iiYxBLQ3PktcKiBxkcg&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6Im1aWWExRUYxY2tBN3l5VHg0SHcyR1NPX3ZxZlZUMnE1Zm1EeC1NeU1ySlUifQ.95BIGp6aCVs0Ge-y9A04okE8PklmLHEWDyX8q5AgQTM&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=asfijasoifjas&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InRSclJCOUREUzJVSXJWWjl6RE5rUHRUcDN0bnJqTVFMZzBsNlVISEZTQlkifQ.Kho8Q5NULmTVTtiN0LGItf9E45mp6ZoztBZWIeQZpMs&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InB3QmZFQlQ0dWRvMTdkcTBhSkItdnVsMXpMU3hwR1R2bDdPY0czdC1kaE0ifQ._nSuMvLjFgbBMlV919lcfpGPqaUh02LkwWOpKQ89I_I&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6InhBQmdWbTBOOHFHRmV2UnJhMVpKQ3VPczYtd1RGNDdlZ2tlWEtEMFRNb1EifQ.sZRRihXg6_kfObdoR_VpqX79qxUXEMfEB_K4NZkgECs&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=1&u_ids=1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IkYtWV9WQXJYSGdxYWhYWnZGbC1FU0YxcnRHdGF5VHAzNFVicmZFY3lRTVkifQ.eMduZykYF4UYVlODXEJXrVzYfEsfBpeZrogcPi1mwKU HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IlFIb0VyMHRYbWFHVlhsSTVjV2NWSGRmQkd5b3R3MGN2NnZ4d3QyN1V2UXcifQ.86mo1Uq-HteqhndRmUOATPoW_85wb2rWHPCNsO9C51I HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Inh6U3VSXy1mNTJlYVFnZDF6NmFTc0wxeDhYTFJ3UkFNUXpZa29DVlhKaVUifQ.qPGU9JqQAjQXD7_eNkbLAXl09bCQcmG7syd5WuyhqIk HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjlGVkw4dVhoV1AzWl9zYi1ST2FpQTRrM05QUVZNZlBYSUFDSjg2MDZTaFEifQ.srF6FC9tx3JH2tYx1GNI1FEFs_xEWoh6UByTnJnywPs HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InFndk9hRkhQTHdFSnN5c21JZll3SDktajNNUTNCSnozTG9GX3hOalFGWVUifQ.pUNAUDVL7C5DlLD8mW8n7Hi2sXqt3n6B0Eq1i6Uaf_0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImZ4MW5wQjVvbGU5YTlkdEN4clhLZ21JRkJ1RUhFNjdiX1FHWEFZXzB6WXMifQ.HiSEno472uvUco34xPLZKfY7J6K8YaLPPKKg2GAPTKs&dm_id=1&start=0 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InU0RnpUR2tHcTZWbG1tOUUyRlEwZkZ0aXZqRUc0TTMyVFgtbmtDZlZDekUifQ.OzIUPmn0D_Tj7bg8JOTV1gYQe-o7xDW_FchihS7oZg0&dm_id=1&start=100 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "GET //dm/messages/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjozLCJ0b2tlbl9pZCI6Img1U3k3ZVV6RWxTZDE5Sks5a2daOW5hdFd3cjZHRkV0YlJDS2VEVnhySzAifQ.xb1AWojulKlBGAPot2OzBFqKsQIOG0wXrGzJvvs328k&dm_id=1&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:52:13] "POST //auth/register/v2 HTTP/1.1" 200 -
